Tabelle: DD02T
Angezeigte Felder:  3 von  3  Feststehende Führungsspalten: 2  Listbreite 0250
------------------------------------------------------------------------------------------------------------
| |TABNAME                         |DDLANGUAGE|DDTEXT                                                      |
| |E1TXTP9                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTRW                         |U         |SAPmail-tekstirivit (72 saraketta)                          |
| |E1UNIM1                         |U         |KK2 - vaihtoehtoiset määräyksiköt nimikeviitteellä          |
| |E1UNIT1                         |U         |SAP-järjestelmän mittayksiköt                               |
| |E1UPLD1                         |U         |Konifguraatio: tietojen puhurointi alijärjestelmästä        |
| |E1VALDP                         |U         |Luok. nimitysten kohdistus luokkien ominaisuusarvoihin      |
| |E1VALTX                         |U         |Ominaisuusarvojen kielisidonnaiset nimitykset               |
| |E1VALU1                         |U         |CA-EDI: sallitut kenttäarvot                                |
| |E1VALU2                         |U         |IDOC-liittymä: sallitut kenttäarvot                         |
| |E1VBAKF                         |U         |Myyntitilaus: otsikkotiedot                                 |
| |E1VBAPF                         |U         |SIS - myyntitilausrivi, ensimmäinen osa / muuta tunnusta    |
| |E1VBEPF                         |U         |Myyntitilaus, toimitusaikataulurivitiedot / muuta tunnusta  |
| |E1VBFAF                         |U         |IDOC - tapahtumasegmentti / muuta tunnusta                  |
| |E1VBK0F                         |U         |Otsikkotason myyntitiedot / muuta tunnusta                  |
| |E1VBKDF                         |U         |Rivitason myyntitiedot / muuta tunnusta                     |
| |E1VBP0F                         |U         |Otsikkotason kumppani / muuta tunnusta                      |
| |E1VBPAF                         |U         |IDOC - kumppanisegmentti / muuta tunnusta                   |
| |E1VBUKF                         |U         |SIS - IDOC - laji: segmentti / muuta tunnusta               |
| |E1VBUPF                         |U         |IDOC - rivitila / muuta tunnusta                            |
| |E1VCHARVAL                      |U         |Otsikkosegmentti                                            |
| |E1VCKUN                         |U         |Asiakasperustiedot: luottokorttitiedot                      |
| |E1VENDCBDLIST_CREATE            |U         |Otsikkosegmentti                                            |
| |E1VENDCBDLIST_RELEASE           |U         |Otsikkosegmentti                                            |
| |E1VENDTRIGGEREDCBDLIST_GETL     |U         |Otsikkosegmentti                                            |
| |E1VFKONX                        |U         |Ehdot: ulottuvuussidonnaiset tiedot                         |
| |E1VFSCAH                        |U         |Porrastusotsikko                                            |
| |E1VFSCAIX                       |U         |Porrastusrivi                                               |
| |E1VFSCAR                        |U         |Rahtitariffit                                               |
| |E1VLSYM                         |U         |Symbolitaulu ominaisuusarvoille ja muuttujille              |
| |E1VPACD                         |U         |Lähetysyksikön vahvistusilm. asiakastoimitukseen: toimitus  |
| |E1VPACH                         |U         |Vahvistus - lähetysyksiköt: otsikko                         |
| |E1VPACI                         |U         |Lähetysyksikön tietojenvahvistus: lähetysyksikön sisältö    |
| |E1VPDLH                         |U         |Keräilyn vahvistus asiakastoimitukseen / otsikkotiedot      |
| |E1VPDLI                         |U         |Keräilyn vahvistus asiakastoimitukseen / rivitiedot         |
| |E1VPPIH                         |U         |Keräilyn vahvistus alijärjestelmään / otsikkotiedot         |
| |E1VPPII                         |U         |Keräilyn vahvistus alijärjestelmään / rivitiedot            |
| |E1VTVAL                         |U         |Varianttitaulujen arvokenttien kohdistukset                 |
| |E1WALNOT01                      |U         |Jako: jakotauluilmoitus, tunnus                             |
| |E1WALNOT02                      |U         |Jako: jakotauluilmoitus, ylätunniste                        |
| |E1WALNOT03                      |U         |Jako: jakotauluilmoitus, ylätunnistetekstit                 |
| |E1WALNOT04                      |U         |Jako: jakotauluilmoitus, rivi                               |
| |E1WALNOT05                      |U         |Jako: jakotauluilmoitus, rivitekstit                        |
| |E1WALNOT06                      |U         |Jako: jakotauluilmoitus, toimitusaallot                     |
| |E1WALREQ01                      |U         |Jako: haluttujen määrien vahvistus - tunnus                 |
| |E1WALREQ02                      |U         |Jako: haluttujen määrien vahvistus - rivi                   |
| |E1WALREQ03                      |U         |Jako: haluttujen määrien vahvistus - toimitusaallot         |
| |E1WBB01                         |U         |Valikoimaluettelo-IDOC: tunnus                              |
